"cvss2_score","cvss3_score","Version","detection_time","severity","external_references","Architecture","condition","cve","updated","Name","Title","published"
7.2,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21994"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21994""]","x64","KB5010354 patch is not installed","CVE-2022-21994","2023-08-08","Windows Server 2022","CVE-2022-21994 affects Windows Server 2022","2022-02-09"
7.8,7.5,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21993"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21993""]","x64","KB5010354 patch is not installed","CVE-2022-21993","2023-08-08","Windows Server 2022","CVE-2022-21993 affects Windows Server 2022","2022-02-09"
9.3,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21992"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21992""]","x64","KB5010354 patch is not installed","CVE-2022-21992","2023-06-29","Windows Server 2022","CVE-2022-21992 affects Windows Server 2022","2022-02-09"
6.8,8.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21990"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21990""]","x64","KB5011497 patch is not installed","CVE-2022-21990","2023-06-29","Windows Server 2022","CVE-2022-21990 affects Windows Server 2022","2022-03-09"
6.9,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21989"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21989""]","x64","KB5010354 patch is not installed","CVE-2022-21989","2023-08-08","Windows Server 2022","CVE-2022-21989 affects Windows Server 2022","2022-02-09"
2.1,5.5,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21985"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21985""]","x64","KB5010354 patch is not installed","CVE-2022-21985","2023-08-08","Windows Server 2022","CVE-2022-21985 affects Windows Server 2022","2022-02-09"
6,8.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21984"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21984""]","x64","KB5010354 patch is not installed","CVE-2022-21984","2023-06-29","Windows Server 2022","CVE-2022-21984 affects Windows Server 2022","2022-02-09"
4.6,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21981"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21981""]","x64","KB5010354 patch is not installed","CVE-2022-21981","2023-08-08","Windows Server 2022","CVE-2022-21981 affects Windows Server 2022","2022-02-09"
1.9,4.7,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21975"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21975""]","x64","KB5011497 patch is not installed","CVE-2022-21975","2023-06-29","Windows Server 2022","CVE-2022-21975 affects Windows Server 2022","2022-03-09"
9.3,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21974"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21974""]","x64","KB5010354 patch is not installed","CVE-2022-21974","2023-06-29","Windows Server 2022","CVE-2022-21974 affects Windows Server 2022","2022-02-09"
9.3,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-21971"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21971""]","x64","KB5010354 patch is not installed","CVE-2022-21971","2023-08-08","Windows Server 2022","CVE-2022-21971 affects Windows Server 2022","2022-02-09"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21963"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21963""]","x64","KB5009555 patch is not installed","CVE-2022-21963","2022-05-23","Windows Server 2022","CVE-2022-21963 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21962"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21962""]","x64","KB5009555 patch is not installed","CVE-2022-21962","2022-05-23","Windows Server 2022","CVE-2022-21962 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21961"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21961""]","x64","KB5009555 patch is not installed","CVE-2022-21961","2022-05-23","Windows Server 2022","CVE-2022-21961 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21960"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21960""]","x64","KB5009555 patch is not installed","CVE-2022-21960","2022-05-23","Windows Server 2022","CVE-2022-21960 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21959"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21959""]","x64","KB5009555 patch is not installed","CVE-2022-21959","2022-05-23","Windows Server 2022","CVE-2022-21959 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21958"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21958""]","x64","KB5009555 patch is not installed","CVE-2022-21958","2022-05-23","Windows Server 2022","CVE-2022-21958 affects Windows Server 2022","2022-01-11"
6.9,6.4,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21928"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21928""]","x64","KB5009555 patch is not installed","CVE-2022-21928","2023-08-08","Windows Server 2022","CVE-2022-21928 affects Windows Server 2022","2022-01-11"
5.4,5.3,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21924"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21924""]","x64","KB5009555 patch is not installed","CVE-2022-21924","2022-05-23","Windows Server 2022","CVE-2022-21924 affects Windows Server 2022","2022-01-11"
9,8.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21922"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21922""]","x64","KB5009555 patch is not installed","CVE-2022-21922","2022-05-23","Windows Server 2022","CVE-2022-21922 affects Windows Server 2022","2022-01-11"
4.9,4.4,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21921"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21921""]","x64","KB5009555 patch is not installed","CVE-2022-21921","2022-05-23","Windows Server 2022","CVE-2022-21921 affects Windows Server 2022","2022-01-11"
9,8.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21920"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21920""]","x64","KB5009555 patch is not installed","CVE-2022-21920","2023-08-08","Windows Server 2022","CVE-2022-21920 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21919"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21919""]","x64","KB5009555 patch is not installed","CVE-2022-21919","2023-08-08","Windows Server 2022","CVE-2022-21919 affects Windows Server 2022","2022-01-11"
4.9,6.5,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21918"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21918""]","x64","KB5009555 patch is not installed","CVE-2022-21918","2023-08-08","Windows Server 2022","CVE-2022-21918 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21916"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21916""]","x64","KB5009555 patch is not installed","CVE-2022-21916","2023-08-08","Windows Server 2022","CVE-2022-21916 affects Windows Server 2022","2022-01-11"
4,6.5,"10.0.20348","2023-08-10T06:26:23+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21915"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21915""]","x64","KB5009555 patch is not installed","CVE-2022-21915","2023-08-08","Windows Server 2022","CVE-2022-21915 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:23+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21914"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21914""]","x64","KB5009555 patch is not installed","CVE-2022-21914","2023-08-08","Windows Server 2022","CVE-2022-21914 affects Windows Server 2022","2022-01-11"
5,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21913"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21913""]","x64","KB5009555 patch is not installed","CVE-2022-21913","2023-08-08","Windows Server 2022","CVE-2022-21913 affects Windows Server 2022","2022-01-11"
4.6,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21910"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21910""]","x64","KB5009555 patch is not installed","CVE-2022-21910","2023-08-08","Windows Server 2022","CVE-2022-21910 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21908"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21908""]","x64","KB5009555 patch is not installed","CVE-2022-21908","2023-08-08","Windows Server 2022","CVE-2022-21908 affects Windows Server 2022","2022-01-11"
10,9.8,"10.0.20348","2023-08-10T06:26:24+00:00","Critical","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21907"",""http://packetstormsecurity.com/files/166730/Microsoft-HTTP-Protocol-Stack-Denial-Of-Service.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21907""]","x64","KB5009555 patch is not installed","CVE-2022-21907","2022-08-26","Windows Server 2022","CVE-2022-21907 affects Windows Server 2022","2022-01-11"
2.1,5.5,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21906"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21906""]","x64","KB5009555 patch is not installed","CVE-2022-21906","2022-09-27","Windows Server 2022","CVE-2022-21906 affects Windows Server 2022","2022-01-11"
4.9,8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21905"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21905""]","x64","KB5009555 patch is not installed","CVE-2022-21905","2022-05-23","Windows Server 2022","CVE-2022-21905 affects Windows Server 2022","2022-01-11"
5,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21904"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21904""]","x64","KB5009555 patch is not installed","CVE-2022-21904","2023-08-08","Windows Server 2022","CVE-2022-21904 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21903"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21903""]","x64","KB5009555 patch is not installed","CVE-2022-21903","2023-08-08","Windows Server 2022","CVE-2022-21903 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21902"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21902""]","x64","KB5009555 patch is not installed","CVE-2022-21902","2022-05-23","Windows Server 2022","CVE-2022-21902 affects Windows Server 2022","2022-01-11"
7.7,8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21901"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21901""]","x64","KB5009555 patch is not installed","CVE-2022-21901","2023-08-08","Windows Server 2022","CVE-2022-21901 affects Windows Server 2022","2022-01-11"
3.8,4.6,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21900"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21900""]","x64","KB5009555 patch is not installed","CVE-2022-21900","2022-05-23","Windows Server 2022","CVE-2022-21900 affects Windows Server 2022","2022-01-11"
10,9.8,"10.0.20348","2023-08-10T06:26:24+00:00","Critical","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21898"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21898""]","x64","KB5009555 patch is not installed","CVE-2022-21898","2022-05-23","Windows Server 2022","CVE-2022-21898 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21897"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21897""]","x64","KB5009555 patch is not installed","CVE-2022-21897","2023-08-08","Windows Server 2022","CVE-2022-21897 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21896"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21896""]","x64","KB5009555 patch is not installed","CVE-2022-21896","2023-08-08","Windows Server 2022","CVE-2022-21896 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21895"",""https://www.zerodayinitiative.com/advisories/ZDI-22-050/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21895""]","x64","KB5009555 patch is not installed","CVE-2022-21895","2023-08-08","Windows Server 2022","CVE-2022-21895 affects Windows Server 2022","2022-01-11"
4.9,4.4,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21894"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21894""]","x64","KB5009555 patch is not installed","CVE-2022-21894","2022-05-23","Windows Server 2022","CVE-2022-21894 affects Windows Server 2022","2022-01-11"
8.5,8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21893"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21893""]","x64","KB5009555 patch is not installed","CVE-2022-21893","2022-05-23","Windows Server 2022","CVE-2022-21893 affects Windows Server 2022","2022-01-11"
7.2,6.8,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21892"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21892""]","x64","KB5009555 patch is not installed","CVE-2022-21892","2022-05-23","Windows Server 2022","CVE-2022-21892 affects Windows Server 2022","2022-01-11"
4.3,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21890"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21890""]","x64","KB5009555 patch is not installed","CVE-2022-21890","2022-05-23","Windows Server 2022","CVE-2022-21890 affects Windows Server 2022","2022-01-11"
4.3,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21889"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21889""]","x64","KB5009555 patch is not installed","CVE-2022-21889","2022-05-23","Windows Server 2022","CVE-2022-21889 affects Windows Server 2022","2022-01-11"
9.3,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21888"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21888""]","x64","KB5009555 patch is not installed","CVE-2022-21888","2022-05-23","Windows Server 2022","CVE-2022-21888 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21885"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21885""]","x64","KB5009555 patch is not installed","CVE-2022-21885","2023-08-08","Windows Server 2022","CVE-2022-21885 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21884"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21884""]","x64","KB5009555 patch is not installed","CVE-2022-21884","2023-08-08","Windows Server 2022","CVE-2022-21884 affects Windows Server 2022","2022-01-11"
7.1,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21883"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21883""]","x64","KB5009555 patch is not installed","CVE-2022-21883","2022-05-23","Windows Server 2022","CVE-2022-21883 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21882"",""http://packetstormsecurity.com/files/166169/Win32k-ConsoleControl-Offset-Confusion-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21882""]","x64","KB5009555 patch is not installed","CVE-2022-21882","2023-08-08","Windows Server 2022","CVE-2022-21882 affects Windows Server 2022","2022-01-11"
7.2,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21881"",""http://packetstormsecurity.com/files/168097/Race-Against-The-Sandbox.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21881""]","x64","KB5009555 patch is not installed","CVE-2022-21881","2023-08-08","Windows Server 2022","CVE-2022-21881 affects Windows Server 2022","2022-01-11"
7.8,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21880"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21880""]","x64","KB5009555 patch is not installed","CVE-2022-21880","2023-08-08","Windows Server 2022","CVE-2022-21880 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21879"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21879""]","x64","KB5009555 patch is not installed","CVE-2022-21879","2023-08-08","Windows Server 2022","CVE-2022-21879 affects Windows Server 2022","2022-01-11"
9.3,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21878"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21878""]","x64","KB5009555 patch is not installed","CVE-2022-21878","2023-08-08","Windows Server 2022","CVE-2022-21878 affects Windows Server 2022","2022-01-11"
4.9,5.5,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21877"",""https://www.zerodayinitiative.com/advisories/ZDI-22-048/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21877""]","x64","KB5009555 patch is not installed","CVE-2022-21877","2022-05-23","Windows Server 2022","CVE-2022-21877 affects Windows Server 2022","2022-01-11"
4.9,5.5,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21876"",""https://www.zerodayinitiative.com/advisories/ZDI-22-051/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21876""]","x64","KB5009555 patch is not installed","CVE-2022-21876","2022-05-23","Windows Server 2022","CVE-2022-21876 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21875"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21875""]","x64","KB5009555 patch is not installed","CVE-2022-21875","2023-08-08","Windows Server 2022","CVE-2022-21875 affects Windows Server 2022","2022-01-11"
10,9.8,"10.0.20348","2023-08-10T06:26:24+00:00","Critical","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21874"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21874""]","x64","KB5009555 patch is not installed","CVE-2022-21874","2023-08-08","Windows Server 2022","CVE-2022-21874 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21873"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21873""]","x64","KB5009555 patch is not installed","CVE-2022-21873","2023-08-08","Windows Server 2022","CVE-2022-21873 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21872"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21872""]","x64","KB5009555 patch is not installed","CVE-2022-21872","2023-08-08","Windows Server 2022","CVE-2022-21872 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21871"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21871""]","x64","KB5009555 patch is not installed","CVE-2022-21871","2023-08-08","Windows Server 2022","CVE-2022-21871 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21870"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21870""]","x64","KB5009555 patch is not installed","CVE-2022-21870","2023-08-08","Windows Server 2022","CVE-2022-21870 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21869"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21869""]","x64","KB5009555 patch is not installed","CVE-2022-21869","2023-08-08","Windows Server 2022","CVE-2022-21869 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21868"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21868""]","x64","KB5009555 patch is not installed","CVE-2022-21868","2023-08-08","Windows Server 2022","CVE-2022-21868 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21867"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21867""]","x64","KB5009555 patch is not installed","CVE-2022-21867","2023-08-08","Windows Server 2022","CVE-2022-21867 affects Windows Server 2022","2022-01-11"
4.4,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21866"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21866""]","x64","KB5009555 patch is not installed","CVE-2022-21866","2023-08-08","Windows Server 2022","CVE-2022-21866 affects Windows Server 2022","2022-01-11"
4.4,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21865"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21865""]","x64","KB5009555 patch is not installed","CVE-2022-21865","2023-08-08","Windows Server 2022","CVE-2022-21865 affects Windows Server 2022","2022-01-11"
4.4,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21864"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21864""]","x64","KB5009555 patch is not installed","CVE-2022-21864","2023-08-08","Windows Server 2022","CVE-2022-21864 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21863"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21863""]","x64","KB5009555 patch is not installed","CVE-2022-21863","2023-08-08","Windows Server 2022","CVE-2022-21863 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21862"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21862""]","x64","KB5009555 patch is not installed","CVE-2022-21862","2023-08-08","Windows Server 2022","CVE-2022-21862 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21861"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21861""]","x64","KB5009555 patch is not installed","CVE-2022-21861","2023-08-08","Windows Server 2022","CVE-2022-21861 affects Windows Server 2022","2022-01-11"
4.4,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21860"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21860""]","x64","KB5009555 patch is not installed","CVE-2022-21860","2023-08-08","Windows Server 2022","CVE-2022-21860 affects Windows Server 2022","2022-01-11"
6.9,7,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21859"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21859""]","x64","KB5009555 patch is not installed","CVE-2022-21859","2023-08-08","Windows Server 2022","CVE-2022-21859 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21858"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21858""]","x64","KB5009555 patch is not installed","CVE-2022-21858","2023-08-08","Windows Server 2022","CVE-2022-21858 affects Windows Server 2022","2022-01-11"
